date,open,high,low,close,volume
2024-12-03,208.36,209.7,207.34,209.24,70277283
2024-12-04,208.03,209.19,207.04,208.83,86447109
2024-12-05,208.71,208.63,207.21,207.17,31186361
2024-12-06,209.49,210.12,207.79,209.35,46256629
2024-12-09,209.38,210.24,208.58,209.16,86146940
2024-12-10,210.1,211.54,209.34,209.82,57998210
2024-12-11,210.01,211.49,208.3,210.5,48175911
2024-12-12,209.23,209.95,208.36,210.33,81688718
2024-12-13,208.8,211.47,208.55,210.47,93195232
2024-12-16,210.03,211.64,209.1,211.34,48207970
2024-12-17,210.67,210.92,209.69,210.55,31950831
2024-12-18,210.37,211.6,209.18,210.16,54812381
2024-12-19,208.0,210.39,207.38,208.12,52386345
2024-12-20,207.2,209.57,205.91,207.57,31360589
2024-12-23,208.03,210.17,207.3,208.31,74181889
2024-12-24,210.27,211.63,208.62,209.44,49124900
2024-12-25,208.89,210.77,209.19,210.3,65677380
2024-12-26,210.06,211.62,209.68,210.85,48487589
2024-12-27,211.82,212.84,209.92,210.38,35648245
2024-12-30,209.93,212.28,209.71,210.01,53523310
2024-12-31,211.24,212.92,210.03,211.3,83640055
2025-01-01,211.95,213.59,211.4,211.62,92648934
2025-01-02,211.63,213.49,211.9,213.14,86500568
2025-01-03,213.48,215.66,213.02,213.99,47364435
2025-01-06,211.82,212.39,210.56,211.34,26491878
2025-01-07,212.91,214.1,211.21,212.39,51241029
2025-01-08,212.95,214.08,211.61,212.94,89069690
2025-01-09,211.78,213.13,210.15,211.68,22844664
2025-01-10,212.42,213.71,210.69,212.44,54932801
2025-01-13,209.5,211.72,208.57,210.22,81144226
2025-01-14,209.46,210.53,208.19,209.41,22090212
2025-01-15,211.02,212.08,208.98,210.99,58785284
2025-01-16,210.73,212.97,211.08,212.3,74503422
2025-01-17,210.36,212.93,209.88,211.51,41320139
2025-01-20,209.8,211.36,209.0,211.08,45227191
2025-01-21,208.93,211.72,208.26,210.61,24600108
2025-01-22,210.16,211.88,209.65,211.21,98502806
2025-01-23,211.29,211.64,210.43,211.8,89963054
2025-01-24,210.44,212.45,209.67,210.99,88393246
2025-01-27,211.89,211.74,210.06,211.47,94304906
2025-01-28,211.84,212.18,209.74,211.44,57407753
2025-01-29,211.86,214.1,210.82,212.68,67230658
2025-01-30,210.99,213.4,210.44,210.79,39432053
2025-01-31,210.9,212.5,209.16,211.91,78016013
2025-02-03,210.93,212.2,209.34,211.49,98981711
2025-02-04,208.82,210.46,208.43,208.35,68436828
2025-02-05,209.83,210.52,208.93,210.24,76437579
2025-02-06,209.66,210.84,209.12,209.1,90366045
2025-02-07,209.95,211.36,208.98,209.52,71255428
2025-02-10,209.49,211.24,208.87,210.1,67602635
2025-02-11,207.79,209.89,207.42,207.52,30856760
2025-02-12,208.68,209.46,206.85,208.42,66350911
2025-02-13,207.96,208.07,206.68,208.1,86575221
2025-02-14,205.91,207.88,204.79,206.65,68830419
2025-02-17,207.21,207.06,205.85,205.49,38720027
2025-02-18,206.85,208.2,205.59,206.45,43284856
2025-02-19,209.55,209.93,207.65,209.0,70629738
2025-02-20,209.54,210.77,206.96,209.9,95814820
2025-02-21,209.05,210.22,208.53,209.46,75757486
2025-02-24,208.17,209.8,208.02,208.64,52446436
2025-02-25,206.74,207.92,205.25,207.47,29714891
2025-02-26,207.26,208.82,205.38,207.26,45258148
2025-02-27,207.5,208.66,205.51,207.8,22320688
2025-02-28,209.21,210.35,208.81,208.91,21805808
2025-03-03,208.79,210.13,208.75,210.03,96818039
2025-03-04,210.48,211.36,208.31,209.89,58090551
2025-03-05,210.74,210.38,207.88,210.7,98774891
2025-03-06,208.66,210.34,207.27,208.29,57176570
2025-03-07,209.09,211.31,208.39,210.01,98037948
2025-03-10,210.04,211.12,209.58,211.36,32617619
2025-03-11,210.33,211.92,209.64,210.5,97064525
2025-03-12,211.21,212.36,209.6,211.26,73175588
2025-03-13,211.02,212.85,210.8,212.16,54761500
2025-03-14,210.54,211.44,209.24,209.52,84437248
2025-03-17,210.52,212.69,209.71,210.57,45560098
2025-03-18,213.27,215.08,212.3,213.58,83131845
2025-03-19,212.47,214.15,211.5,211.3,35702852
2025-03-20,212.26,213.23,210.19,211.77,61055392
2025-03-21,211.12,212.77,210.77,211.39,51073264
2025-03-24,210.22,211.82,209.83,211.44,64336333
2025-03-25,208.92,211.31,208.92,208.74,23040267
2025-03-26,210.52,211.05,208.5,210.46,96794548
2025-03-27,209.4,209.79,207.36,209.6,67876337
2025-03-28,209.32,210.99,208.55,210.07,41217066
2025-03-31,208.41,208.88,207.2,208.71,94645629
2025-04-01,210.09,211.0,209.06,209.02,81468641
2025-04-02,208.33,209.49,208.38,209.49,65658328
2025-04-03,209.48,209.86,206.67,207.7,80644657
2025-04-04,209.3,210.05,208.48,208.51,38673436
2025-04-07,208.0,208.91,206.52,207.88,95643942
2025-04-08,208.5,209.14,207.58,208.44,94044638
2025-04-09,208.86,211.24,208.25,210.31,38144439
2025-04-10,207.5,209.78,206.52,208.53,86984430
2025-04-11,208.82,209.72,206.95,208.24,65587883
2025-04-14,207.77,210.55,207.4,208.15,24273445
2025-04-15,209.6,210.45,208.27,210.38,82926675
2025-04-16,207.64,209.08,207.13,208.0,23184790
2025-04-17,206.61,208.63,204.94,206.73,53134205
2025-04-18,206.93,208.19,205.61,206.68,99638835
2025-04-21,207.36,209.6,205.7,208.24,93790799
2025-04-22,208.34,208.42,207.22,208.29,29963441
2025-04-23,207.84,210.2,206.65,207.69,81647593
2025-04-24,207.7,208.13,205.66,206.73,80769147
2025-04-25,207.75,209.64,207.03,208.16,93798006
2025-04-28,208.42,209.38,207.49,208.4,46336263
2025-04-29,208.25,209.37,205.77,206.93,24990961
2025-04-30,209.71,209.86,207.88,210.15,23646804
2025-05-01,209.15,211.05,207.96,209.02,20647296
2025-05-02,207.59,210.48,207.82,208.39,71880950
2025-05-05,208.71,210.47,207.49,210.07,90231815
2025-05-06,208.4,209.65,207.41,208.05,46844511
2025-05-07,208.1,210.54,208.25,209.27,87908965
2025-05-08,210.15,211.34,209.41,209.95,42791342
2025-05-09,209.53,210.78,207.61,208.88,42015777
2025-05-12,209.97,211.67,208.8,211.27,43116992
2025-05-13,211.25,212.56,209.43,210.53,62439798
2025-05-14,210.75,212.1,210.49,212.32,50555353
2025-05-15,212.58,214.35,211.61,212.89,95230621
2025-05-16,213.64,215.11,212.09,212.61,98929433
2025-05-19,212.42,214.27,210.71,211.49,54831079
2025-05-20,211.92,212.72,210.38,211.84,99540080
2025-05-21,210.59,212.15,209.66,210.46,81247832
2025-05-22,210.14,211.56,209.45,211.38,28704813
2025-05-23,211.63,211.77,210.04,210.94,73376963
2025-05-26,211.86,212.46,209.64,212.2,49461504
2025-05-27,212.48,213.12,210.84,211.46,34497054
2025-05-28,211.65,213.48,211.26,212.84,31319247
2025-05-29,213.74,214.18,211.71,214.11,81585037
2025-05-30,213.02,215.26,212.22,213.84,66048559
2025-06-02,215.2,217.99,214.7,216.7,83072616
2025-06-03,217.47,218.19,214.78,217.16,75160409
2025-06-04,215.06,217.09,214.35,216.04,40717501
2025-06-05,215.61,215.68,214.04,213.97,26851803
2025-06-06,215.09,216.92,213.28,214.26,33045697
2025-06-09,214.34,216.5,213.53,215.81,68120511
2025-06-10,215.77,216.43,214.68,215.92,92851397
2025-06-11,216.9,218.02,215.45,216.75,44101438
2025-06-12,216.55,217.82,214.39,216.05,56181576
2025-06-13,215.85,217.16,213.81,214.47,22825896
2025-06-16,214.04,215.31,212.42,212.97,30427148
2025-06-17,213.66,214.7,211.44,213.65,24876872
2025-06-18,214.83,215.26,212.45,213.99,39397196
2025-06-19,213.85,216.25,213.62,213.75,51935646
2025-06-20,213.08,214.9,212.13,213.09,85969098
2025-06-23,212.72,213.84,212.4,212.4,35099203
2025-06-24,214.64,214.2,212.04,213.82,85244261
2025-06-25,213.66,213.84,212.23,212.31,82419437
2025-06-26,212.01,214.65,211.58,213.53,68719461
2025-06-27,213.4,214.97,211.35,212.61,22887698
2025-06-30,212.7,212.57,210.03,211.76,72764241
2025-07-01,211.56,213.59,211.19,211.23,32417420
2025-07-02,212.9,213.84,211.03,211.91,91140328
2025-07-03,214.68,215.8,213.18,213.63,40167958
2025-07-04,213.97,216.66,213.13,214.86,42910282
2025-07-07,213.92,215.28,212.83,213.72,22887296
2025-07-08,212.18,213.79,211.49,212.17,87084285
2025-07-09,213.95,214.22,211.4,213.49,76861493
2025-07-10,214.56,214.52,212.89,214.33,44733272
2025-07-11,215.02,214.71,213.29,214.69,88209364
2025-07-14,217.93,219.78,216.4,217.06,71908238
2025-07-15,219.28,220.27,216.97,218.51,42371392
2025-07-16,220.38,221.69,218.23,218.9,89070841
2025-07-17,220.28,222.64,219.1,220.13,24032654
2025-07-18,221.95,222.63,219.98,222.27,54218900
2025-07-21,220.05,222.63,220.1,220.26,43277458
2025-07-22,221.93,223.66,220.72,221.74,78231611
2025-07-23,220.43,222.74,220.19,221.2,94087004
2025-07-24,219.97,221.6,218.87,221.13,68076248
2025-07-25,219.4,221.42,218.87,220.36,31748768
2025-07-28,220.72,221.02,219.22,219.34,82005983
2025-07-29,222.32,224.57,221.45,222.29,49718818
2025-07-30,221.22,222.18,218.85,220.81,56591531
2025-07-31,220.59,222.3,220.73,220.63,82994533
2025-08-01,219.48,221.35,218.47,219.55,65938649
2025-08-04,219.45,220.8,218.11,218.44,61655138
2025-08-05,221.04,221.5,219.05,219.62,72374471
2025-08-06,220.16,221.2,220.0,220.32,71379821
2025-08-07,219.7,220.96,217.64,218.71,95488205
2025-08-08,219.51,220.01,216.84,218.87,60133569
2025-08-11,219.65,221.07,218.07,219.79,21912584
2025-08-12,218.15,219.96,217.14,219.28,40554754
2025-08-13,217.95,220.68,217.02,218.3,67732820
2025-08-14,219.69,220.27,217.38,218.28,80037447
2025-08-15,217.34,219.64,217.56,217.5,34677441
2025-08-18,221.19,222.25,219.07,220.71,64804549
2025-08-19,221.13,222.18,219.66,221.48,54301851
2025-08-20,219.92,219.75,217.91,218.11,25438684

